,officename,pincode,Districtname,longitude,latitude
436,Inmulnarva B.O,509228,Mahabub Nagar,78.2818,17.1019
437,Janumpally B.O,509102,Mahabub Nagar,78.3387,16.1653
438,Japtisadaguda B.O,509376,Mahabub Nagar,78.6342,16.4829
439,Srisailam Dam (West) S.O,509326,Mahabub Nagar,78.7023,16.1851
440,Stn. Jadcherla H.O,509301,Mahabub Nagar,78.1792,16.7823
441,Aanole B.O,506310,Warangal,79.6671,17.8499
442,Abbaipalem B.O,506315,Warangal,79.8521,17.3859
443,Agapet B.O,506324,Warangal,79.7624,17.5216
444,Agricultur Research Station B.O,506007,Warangal,79.5856,18.0006
445,Alair B.O,506102,Warangal,79.3583,17.4166
446,Alankhanipet B.O,506112,Warangal,79.8633,17.6788
447,Ameenabad B.O,506122,Warangal,79.8409,17.7947
448,Ammapalem B.O,506381,Warangal,80.0758,17.3972
449,Ammapur B.O,506163,Warangal,79.639,17.5736
450,Annaram B.O,506365,Warangal,79.6727,17.7976
451,Appalraopet B.O,506369,Warangal,79.7736,17.7444
452,Arepalli B.O,506006,Warangal,79.6278,18.0293
453,Ashalapalli B.O,506005,Warangal,79.6165,17.8765
454,Ashoknagar B.O,506132,Warangal,79.9417,17.9522
455,Authapur B.O,506317,Warangal,79.4929,17.6476
456,Ayodhyapur B.O,506134,Warangal,80.0311,17.7694
457,Ayyagaripalli B.O,506105,Warangal,80.0311,17.5353
458,Bandouthapur B.O,506313,Warangal,79.5491,17.7793
459,Beat Bazar S.O,506002,Warangal,79.5997,17.9751
460,Bhathulapalli B.O,506135,Warangal,80.1429,17.9391
461,Bommakal B.O,506318,Warangal,79.5491,17.5455
462,Chengapur B.O,506104,Warangal,79.8969,17.5285
463,Chennaraopet S.O,506332,Warangal,79.9081,17.845
464,Chennur B.O,506222,Warangal,79.4591,17.564
465,Chintalapalli B.O,506329,Warangal,78.3025,17.0289
466,Dammannapet B.O,506316,Warangal,79.4816,17.7756
467,Dharmaram S.O (Warangal),506330,Warangal,79.7288,17.9059
468,Duggondi B.O,506331,Warangal,79.8099,17.9961
469,Fort Warangal S.O.,506008,Warangal,74.171,3.8764
470,Katrepalli B.O,506314,Warangal,79.6727,17.704
471,Laxmipur (Warangal) S.O,506013,Warangal,79.6334,17.9769
472,Madanthurthi B.O,506368,Warangal,79.7624,17.6151
473,Mahabubabad H.O,506101,Warangal,79.9417,17.6244
474,Mamnoor (V) B.O,506166,Warangal,79.5884,17.9159
475,A.Gs Office S.O,500004,Hyderabad,78.4611,17.407
476,A.Gs. Staff Quarters S.O,500045,Hyderabad,78.4281,17.4395
477,AP Police Academy PO,500091,Hyderabad,78.3998,17.361
478,Appa Himayathsagar B.O,500008,K.V.Rangareddy,78.4124,17.3916
479,Aziz Nagar B.O,500075,K.V.Rangareddy,78.3511,17.3861
480,Banjara Hills S.O,500034,Hyderabad,78.4383,17.4146
481,Bharat Nagar Colony S.O,500018,K.V.Rangareddy,78.4062,17.4546
482,Central Secretariat S.O,500022,Hyderabad,78.4716,17.4098
483,CUC S.O,500046,Hyderabad,78.3274,17.4563
484,Cyberabad S.O,500081,Hyderabad,78.3822,17.4434
485,Dr.B R Ambedkar O.U  S.O,500033,Hyderabad,78.4071,17.4325
486,Film Nagar S.O,500096,Hyderabad,78.4165,17.4151
487,Gachibowli S.O,500032,K.V.Rangareddy,78.3468,17.4358
488,Gagan Mahal S.O,500029,Hyderabad,78.4882,17.4007
489,Gandhi Bhawan S.O (Hyderabad),500001,Hyderabad,78.4722,17.3874
490,Humayunnagar S.O,500028,Hyderabad,78.4425,17.3941
491,I.M.Colony S.O,500082,Hyderabad,78.4525,17.4268
492,Ibrahim Bagh Lines S.O,500031,Hyderabad,78.3931,17.3759
493,Karwan Sahu S.O,500006,Hyderabad,78.4493,17.3707
494,Kondapur B.O,500084,K.V.Rangareddy,78.3587,17.4708
495,LIC Division S.O,500063,Hyderabad,78.4738,17.4054
496,Lingampalli S.O,500019,K.V.Rangareddy,78.3198,17.4797
497,Manikonda S.O,500089,Hyderabad,78.3773,17.4027
498,Putlibowli S.O,500095,Hyderabad,78.4867,17.385
499,Raj Bhawan S.O (Hyderabad),500041,Hyderabad,78.4617,17.4171
500,Sanjeev Reddy Nagar S.O,500038,Hyderabad,78.4404,17.4441
501,Srinagar Colony S.O,500073,Hyderabad,78.4425,17.4327
502,Vijay Nagar Colony S.O (Hyderabad),500057,Hyderabad,78.4539,17.3955
503,A.G.College S.O,500030,K.V.Rangareddy,78.402,17.3202
504,Adibatla B.O,501510,K.V.Rangareddy,78.5888,17.2243
505,Agapalli B.O,501506,K.V.Rangareddy,78.6342,17.1338
506,Akulamailaram B.O,501509,K.V.Rangareddy,78.6796,16.9967
507,Ambernagar B.O,500044,Hyderabad,78.5122,17.4078
508,Amberpet S.O,500013,Hyderabad,78.5179,17.3924
509,Anajpur B.O,501512,K.V.Rangareddy,78.7079,17.2951
510,Arutla B.O,501508,K.V.Rangareddy,78.7249,17.1389
511,Attapur B.O,500048,K.V.Rangareddy,78.4302,17.368
512,Badangpet B.O,500058,Hyderabad,78.5263,17.308
513,Bahadurpura S.O,500064,Hyderabad,78.4544,17.3559
514,Balapur B.O,500005,K.V.Rangareddy,78.4866,17.2766
515,Bandaraviryal B.O,501505,K.V.Rangareddy,78.6682,17.3569
516,Barkatpura S.O,500027,Hyderabad,78.4972,17.3894
517,Begumbazar S.O,500012,Hyderabad,78.4751,17.3762
518,Boduppal S.O,500092,Hyderabad,78.5803,17.4131
519,Chaithanyapuri Colony S.O,500060,K.V.Rangareddy,78.5305,17.3685
520,Chinnagolkonda B.O,501218,K.V.Rangareddy,78.3956,17.2481
521,Chippalapalli B.O,501359,K.V.Rangareddy,78.4979,17.125999999999998
522,Darushifa S.O,500024,Hyderabad,78.49,17.3735
523,Don Bosco Nagar S.O,500086,Hyderabad,78.3744,17.3563
524,Falaknuma S.O,500053,Hyderabad,78.4676,17.3356
525,Fatehdarwaza S.O,500065,Hyderabad,78.4727,17.3508
526,Gaganpahad B.O,500052,K.V.Rangareddy,78.4319,17.3217
527,Gayatri Nagar S.O,500097,Hyderabad,78.5351,17.3259
528,Gsi(Sr) Bandlaguda S.O,500068,Hyderabad,78.5751,17.3704
529,High Court S.O (Hyderabad),500066,Hyderabad,78.4686,17.368
530,Hindustan Cables Ltd S.O,500051,Hyderabad,78.6172,17.4531
531,Huda Residential Complex S.O,500035,K.V.Rangareddy,78.5377,17.3553
532,Hyderabad Jubilee H.O,500002,Hyderabad,78.48,17.361
533,I.E.Nacharam S.O,500076,Hyderabad,78.5666,17.4442
534,Jillellaguda B.O,500079,K.V.Rangareddy,78.5323,17.3373
535,Kattedan Ie S.O,500077,Hyderabad,78.4411,17.2977
536,Koheda B.O,501511,K.V.Rangareddy,78.6455,17.2858
537,L B Nagar S.O,500074,Hyderabad,78.551,17.3465
538,Malakpet Colony S.O,500036,Hyderabad,78.515,17.3698
539,Medipalli S.O,500098,Hyderabad,78.6055,17.425
540,Peerzadiguda B.O,500039,Hyderabad,78.5666,17.4015
541,R.C.Imarat S.O,500069,Hyderabad,78.5133,17.3095
542,Saidabad Colony S.O,500059,Hyderabad,78.5065,17.3523
543,Sarada Nagar S.O,500070,K.V.Rangareddy,78.5754,17.329
544,Yakutpura S.O,500023,Hyderabad,78.4925,17.3608
545,Adikcherla B.O,501142,K.V.Rangareddy,77.6192,17.364
546,Administrative Buildings S.O,500007,Hyderabad,78.5431,17.4176
547,Agnoor B.O,501144,K.V.Rangareddy,77.6192,17.2014
548,Ainapur B.O,501502,K.V.Rangareddy,77.8139,17.0857
549,Airforce Academy S.O,500043,Hyderabad,78.407,17.6331
550,Aliabad B.O,500101,Hyderabad,78.5469,17.6042
551,Allampalli S.O.,501102,Hyderabad,77.9053,17.3701
552,Allapur B.O,501141,K.V.Rangareddy,77.5849,17.3038
553,Alur B.O,501503,K.V.Rangareddy,78.1222,17.325
554,Alwal S.O,500010,Hyderabad,78.515,17.5171
555,Amdapur B.O,501504,K.V.Rangareddy,78.2248,17.2962
556,Amradikalan B.O,501202,K.V.Rangareddy,77.8139,17.5505
557,Anandbagh S.O,500047,Hyderabad,78.5349,17.4512
558,Ankireddipalli B.O,501301,Hyderabad,78.6682,17.4968
559,Aoc Records S.O,500015,Hyderabad,78.5108,17.4777
560,Aphb Colony Moulali S.O,500040,Hyderabad,78.5632,17.4587
561,Arkatala B.O,501111,K.V.Rangareddy,77.9853,17.4331
562,Ashoknagar S.O (Hyderabad),500020,Hyderabad,78.5002,17.4104
563,Athveli B.O,501401,K.V.Rangareddy,78.4979,17.6385
564,Bachupally B.O,500090,K.V.Rangareddy,78.3785,17.5324
565,Balanagar Township S.O,500037,Hyderabad,78.4352,17.49
566,Bantwaram B.O,501106,K.V.Rangareddy,77.7681,17.4082
567,Basheerabad S.O,501143,K.V.Rangareddy,77.4472,17.2023
568,Begumpet Policelines S.O,500003,Hyderabad,78.4894,17.4369
569,Begumpet S.O,500016,Hyderabad,78.4626,17.4447
570,Bhulkapur B.O,501203,K.V.Rangareddy,78.1222,17.4181
571,BITS B.O,500078,Hyderabad,78.6229,17.6108
572,Bowenpally S.O,500011,Hyderabad,78.4761,17.465999999999998
573,CCI Tandur S.O,501158,K.V.Rangareddy,77.4817,17.3089
574,Chandanagar S.O,500050,Hyderabad,78.3317,17.4978
575,Chengomal B.O,501501,K.V.Rangareddy,77.95100000000001,17.1869
576,Dharur S.O,501121,K.V.Rangareddy,77.7681,17.2687
577,Doolapalli B.O,500100,K.V.Rangareddy,78.4909,17.5403
578,Dr As Rao Nagar S.O,500062,Hyderabad,78.5718,17.4737
579,Gajularamaram B.O,500055,Hyderabad,78.4498,17.5248
580,Gandhinagar S.O (Hyderabad),500080,Hyderabad,78.4912,17.4185
581,Hakimpet S.O,500014,Hyderabad,78.515,17.552
582,Hal S.O (Hyderabad),500042,Hyderabad,78.4536,17.4636
583,Himmatnagar S.O,500025,Hyderabad,78.505,17.4276
584,HMT Township S.O,500054,Hyderabad,78.4439,17.5042
585,Jawahar Nagar B.O,500087,Hyderabad,78.5349,17.5037
586,Jntu Kukat Pally S.O,500085,Hyderabad,78.3822,17.488
587,Katchavanisingaram B.O,500088,Hyderabad,78.6399,17.4311
588,Kukatpally S.O,500072,Hyderabad,78.4171,17.4802
589,Lallaguda S.O,500017,Hyderabad,78.5349,17.4337
590,Manovikasnagar S.O,500009,Hyderabad,78.4951,17.4606
591,Mathrusri Nagar S.O,500049,K.V.Rangareddy,78.3585,17.5049
592,Nagaram S.O (K.V.Rangareddy),500083,Hyderabad,78.5945,17.51
593,Nehrunagar S.O (Hyderabad),500026,Hyderabad,78.5064,17.4496
594,Neredmet S.O,500056,Hyderabad,78.5292,17.48
595,Sainikpuri S.O,500094,Hyderabad,78.5604,17.5081
596,Sitaphalmandi S.O,500061,Hyderabad,78.5164,17.4254
597,Suchitra Junction S.O,500067,Hyderabad,78.4766,17.5046
598,Vikarabad H.O,501101,Hyderabad,77.95100000000001,17.3264
599,Vikasnagar S.O (Hyderabad),500093,Hyderabad,78.3982,17.3567
600,A Narayanapuram B.O,515004,Ananthapur,77.5734,14.73
601,Akuledu B.O,515731,Ananthapur,77.539,14.8083
602,Alamuru B.O,515002,Ananthapur,77.539,14.6251
603,Allapuram B.O,515766,Ananthapur,77.0334,14.3233
604,Aluru B.O,515415,Ananthapur,78.031,14.9609
605,Amidyaya S.O,515822,Ananthapur,77.2175,14.8363
606,Ammaladinne S.O,515445,Ananthapur,77.8596,14.8714
607,Anantapur Collectorate S.O,515001,Ananthapur,77.5992,14.6941
608,Ankampalli B.O,515741,Ananthapur,77.1715,14.7421
609,Anumpalli B.O,515775,Ananthapur,77.539,14.9458
610,Appecharla B.O,515455,Ananthapur,77.7681,14.9583
611,Araveedu B.O,515465,Ananthapur,78.0424,14.6517
612,Atmakur(ATP) S.O,515751,Ananthapur,77.3554,14.6151
613,Avuladatla B.O,515867,Ananthapur,76.9528,14.6726
614,Aydukallu B.O,515763,Ananthapur,77.0334,14.5972
615,Ayyagarlapalli B.O,515767,Ananthapur,76.9989,14.4697
616,Ayyavaripalli B.O,515722,Ananthapur,77.539,14.5335
617,B.T.Project B.O,515863,Ananthapur,76.8606,14.5532
618,Bandlapalli B.O,515425,Ananthapur,77.8139,14.6856
619,Basinepalli B.O,515402,Ananthapur,77.6422,15.1926
620,Bavarampalli B.O,515761,Ananthapur,77.1255,14.5567
621,Bhattuvanipalli B.O,515787,Ananthapur,77.2635,14.5186
622,Bhogasamudram Project S.O,515413,Ananthapur,77.991,15.0334
623,Bollanaguddem B.O,515870,Ananthapur,77.137,15.0264
624,Bommanahal B.O,515871,Ananthapur,77.0334,14.8716
625,Bondaladinne B.O,515411,Ananthapur,78.031,14.869000000000002
626,Brahmanapalli B.O,515408,Ananthapur,77.9053,15.0576
627,Brahmanapalli B.O,515401,Ananthapur,77.5849,15.132
628,Budagavi B.O,515812,Ananthapur,77.2175,14.9279
629,Bukkarayasamudram S.O,515701,Ananthapur,77.6765,14.7241
630,Chadam B.O,515865,Ananthapur,76.8952,14.818
631,Chalivemula B.O,515414,Ananthapur,77.95100000000001,14.7845
632,Chayapuram B.O,515842,Ananthapur,77.321,15.1057
633,Chinnavadugur B.O,515405,Ananthapur,77.688,15.0114
634,Chitrachedu B.O,515611,Ananthapur,77.7109,14.8979
635,Chiyyedu B.O,515721,Ananthapur,77.688,14.5987
636,Cholasamudram B.O,515711,Ananthapur,77.4013,14.7549
637,Dasampalli B.O,515765,Ananthapur,77.2175,14.3791
638,Dosaludiki B.O,515803,Ananthapur,77.4358,15.1581
639,Gadehothur B.O,515832,Ananthapur,77.3554,14.9815
640,Gandhibazar S.O (Ananthapur),515005,Ananthapur,77.6135,14.6806
641,Guntakal H.O,515801,Ananthapur,77.3669,15.1542
642,Herial S.O,515872,Ananthapur,76.8144,14.9849
643,Kallur R.S. S.O,515774,Ananthapur,77.5275,14.8879
644,Narasapuram East B.O,515435,Ananthapur,77.7681,14.8207
645,Sri Venkateswara Puram S.O,515003,Ananthapur,77.6479,14.6252
646,Adavibudugur B.O,517425,Chittoor,78.4297,12.7796
647,Adilakshmambapuram B.O,517403,Chittoor,79.2226,13.1086
648,Agraharam B.O,517280,Chittoor,78.6342,13.5379
649,Akanambattu B.O,517124,Chittoor,79.0758,13.364
650,Alapalle B.O,517415,Chittoor,78.5888,13.0812
651,Amudala B.O,517421,Chittoor,79.3128,13.2034
652,Angallu B.O,517326,Chittoor,22.8095,46.4844
653,Annagaripalle B.O,517390,Chittoor,78.3046,13.8301
654,Appinapalle B.O,517432,Chittoor,78.6342,13.2194
655,Aradigunta B.O,517247,Chittoor,78.5888,13.3538
656,Arimakulapalle B.O,517167,Chittoor,79.2677,13.2925
657,Arimanipenta B.O,517401,Chittoor,78.5434,12.8525
658,Arugonda S.O,517129,Chittoor,78.9175,13.3343
659,Badikayalapalle B.O,517370,Chittoor,78.2248,13.6554
660,Bairupalle B.O,517424,Chittoor,78.5434,12.9884
661,Balireddigaripalle B.O,517351,Chittoor,78.3501,13.7411
662,Bandapalle B.O,517127,Chittoor,79.12100000000001,13.2749
663,Bandrevu B.O,517418,Chittoor,78.4297,13.8703
664,Bangarupalem S.O,517416,Chittoor,78.8609,13.2749
665,Bisanatham B.O,517426,Chittoor,78.2818,12.8069
666,Bodaguttapalle B.O,517422,Chittoor,79.008,13.1336
667,Bommasamudram B.O,517132,Chittoor,79.12100000000001,13.0702
668,Booragamanda B.O,517123,Chittoor,78.9062,13.5502
669,Boyanapalle B.O,517423,Chittoor,78.3728,12.8789
670,Chalamangalam B.O,517408,Chittoor,78.7703,13.18
671,Charala B.O,517257,Chittoor,78.7703,13.453
672,Cheelapalle B.O,517419,Chittoor,79.1661,13.1631
673,Chembakur S.O,517417,Chittoor,78.407,13.3909
674,Chennamagudipalle B.O,517002,Chittoor,79.104,13.1775
675,Cherlopalle B.O,517004,Chittoor,79.0532,13.2265
676,Chinnamreddikandriga B.O,517126,Chittoor,79.2113,13.3698
677,Chinnatippasamudram S.O,517319,Chittoor,78.532,13.6357
678,Chittoor Bazar S.O,517001,Chittoor,79.1266,13.2239
679,Deenabandupuram B.O,517599,Chittoor,79.4029,13.2527
680,Diguvatadakara B.O,517131,Chittoor,79.0306,13.270999999999999
681,Ellamarajupalle B.O,517125,Chittoor,79.1887,13.2323
682,Ellampalle Kothuru B.O,517130,Chittoor,78.9515,13.4155
683,Erraballe B.O,517352,Chittoor,78.3615,13.6163
684,Gurramkonda Vandlavuru B.O,517429,Chittoor,78.9062,13.1405
685,Iruvaram S.O,517128,Chittoor,79.0532,13.181
686,Itikanellore B.O,517414,Chittoor,78.759,13.35
687,Kandukuru B.O,517391,Chittoor,78.1678,13.7096
688,Kosuvaripalle B.O,517350,Chittoor,78.5093,13.703
689,Kothapeta Madanapalle S.O,517325,Chittoor,78.4525,13.484000000000002
690,Abbavaram B.O,516270,Cuddapah,78.7249,14.09
691,Abbavaramvandlapalli B.O,516269,Cuddapah,78.6342,14.04
692,Adapur B.O,516150,Cuddapah,79.0871,14.2442
693,Adavikammapalli B.O,516215,Cuddapah,78.8156,13.957
694,Addalamarri B.O,516259,Cuddapah,78.4979,14.2164
695,Akkalareddypalli B.O,516193,Cuddapah,79.0419,14.9776
696,Akkireddygaripalli B.O,516501,Cuddapah,79.0871,14.5656
697,Alankhan Palli B.O,516003,Cuddapah,78.7816,14.4478
698,Almaspet S.O,516001,Cuddapah,78.8213,14.4783
699,Ananthaiah Gari Palle B.O,516107,Cuddapah,79.2226,14.1129
700,Ananthapuram B.O,516257,Cuddapah,78.6796,14.1794
701,Anantharajup R.S. B.O,516105,Cuddapah,79.2226,13.9297
702,Anantharajupuram S.O,516228,Cuddapah,79.0419,14.7934
703,Anumpalli B.O,516104,Cuddapah,79.3578,14.2107
704,Appanapalli B.O,516203,Cuddapah,78.7249,14.6401
705,APSP Xl Batallion B.O,516247,Cuddapah,79.0984,14.4398
706,Araveedu B.O,516267,Cuddapah,78.4979,14.0792
707,Badvel Bazaar S.O,516227,Cuddapah,79.0984,14.6695
708,Balayapalli B.O,516502,Cuddapah,78.9515,14.743
709,Barytes Factory B.O,516101,Cuddapah,79.3353,13.8203
710,Basavapuram B.O,516503,Cuddapah,78.8609,14.8767
711,Bayanapalli B.O,516162,Cuddapah,78.7816,14.5396
712,Besthapalli B.O,516128,Cuddapah,79.2564,14.2176
713,Besthapalli B.O,516129,Cuddapah,79.0871,13.9237
714,Bethayapalli B.O,516233,Cuddapah,79.1436,14.6947
715,Bhagampalli B.O,516130,Cuddapah,78.9515,14.0548
716,Bommavaram B.O,516110,Cuddapah,79.324,14.0831
717,Bonamala B.O,516214,Cuddapah,78.6796,13.9507
718,Botumeedipalli B.O,516108,Cuddapah,79.0871,14.061
719,Brahmanapalli B.O,516126,Cuddapah,79.0871,14.1526
720,Brahmanapalli B.O,516217,Cuddapah,78.9628,15.1235
721,Buddayapalli B.O,516002,Cuddapah,78.8666,14.4805
722,Chinna Musali Reddy Palli B.O,516004,Cuddapah,78.8722,14.3833
723,Chintharajupalli B.O,516152,Cuddapah,79.0079,14.3208
724,Chitlur B.O,516504,Cuddapah,78.6796,14.270999999999999
725,Cuddapah Coop Sugars S.O,516163,Cuddapah,78.8043,14.6325
726,Edapalli B.O,516268,Cuddapah,78.8609,14.2337
727,Gangaperur B.O,516213,Cuddapah,79.008,14.3897
728,Jangalapalli B.O,516237,Cuddapah,78.9628,14.5023
729,Kalavakunta B.O,516505,Cuddapah,78.9062,14.6029
730,Konapuram B.O,516151,Cuddapah,79.1774,14.3401
731,Kondur B.O,516127,Cuddapah,79.2677,14.3902
732,Rajampet H.O,516115,Cuddapah,79.1492,14.1955
733,Achampalle B.O,515621,Ananthapur,77.3554,14.3409
734,Adadakulapalli B.O,515124,Ananthapur,77.4931,14.0289
735,Agali S.O (Ananthapur),515311,Ananthapur,77.0334,13.8226
736,Agraharam B.O,515281,Ananthapur,76.9873,14.1385
737,Agraharam B.O,515154,Ananthapur,77.95100000000001,14.2807
738,Amadagur S.O,515556,Ananthapur,78.031,13.908
739,Amagondapalem B.O,515144,Ananthapur,77.8139,14.228
740,Amidalagondi B.O,515301,Ananthapur,77.2635,13.9257
741,Amidalakunta B.O,515651,Ananthapur,77.7223,14.3146
742,Apprascheruvu B.O,515661,Ananthapur,77.7681,14.5457
743,Atmakur B.O,515631,Ananthapur,77.8825,14.5746
744,Badannapalli B.O,515672,Ananthapur,77.8732,14.440999999999999
745,Badavandlapalli B.O,515501,Ananthapur,77.9967,14.1916
746,Badenaikthanda B.O,515134,Ananthapur,77.8024,14.1018
747,Balasamudram B.O,515571,Ananthapur,78.2248,13.8833
748,Bandlapalli B.O,515110,Ananthapur,77.6307,14.0816
749,Basavanahalli B.O,515305,Ananthapur,77.11399999999999,14.0202
750,Beechaganipalli B.O,515261,Ananthapur,77.4587,13.9018
751,Bevinahalli B.O,515211,Ananthapur,77.4931,13.7557
752,Bhadrapuram B.O,515641,Ananthapur,77.4931,14.4396
753,Bhupasamudram B.O,515341,Ananthapur,77.688,13.8453
754,Birepalli B.O,515212,Ananthapur,77.5046,13.8814
755,Bisalamanepalli B.O,515331,Ananthapur,77.5849,13.8514
756,BIT College BO,515202,Ananthapur,77.59540600000001,14.685564000000001
757,Bommagondanahalli B.O,515271,Ananthapur,77.09100000000001,13.9279
758,Bommireddipalli B.O,515591,Ananthapur,78.1222,14.0723
759,Bonthalapalle B.O,515531,Ananthapur,77.9624,14.0871
760,Bucherla B.O,515123,Ananthapur,77.4472,14.1176
761,Budanampalle B.O,515511,Ananthapur,78.0424,14.3769
762,Budidagaddapalli B.O,515241,Ananthapur,77.6765,13.9472
763,Bullasamudram B.O,515303,Ananthapur,77.3669,13.8743
764,Chagaleru B.O,515601,Ananthapur,77.7795,13.8727
765,Chakarlapalli B.O,515122,Ananthapur,77.5734,13.9761
766,Chennekothapalli S.O,515101,Ananthapur,77.6078,14.2858
767,Chippalamadugu B.O,515541,Ananthapur,78.1792,14.2008
768,Chowtivaripalle B.O,515551,Ananthapur,78.1792,13.9724
769,Dasappapalyam B.O,515291,Ananthapur,77.16,13.9316
770,Dhaniyancheruvu B.O,515521,Ananthapur,78.3159,14.0247
771,Dharmavaram Bazar S.O,515671,Ananthapur,77.7166,14.4
772,Dodderi B.O,515321,Ananthapur,77.1255,13.782
773,Duddebanda B.O,515164,Ananthapur,77.5963,14.1825
774,East Nadimpalle B.O,515581,Ananthapur,78.3387,14.2315
775,Elukuntla B.O,515159,Ananthapur,77.9256,14.3693
776,Gangampalli B.O,515231,Ananthapur,77.8139,13.9998
777,Gownipalli B.O,515561,Ananthapur,77.95100000000001,14.0067
778,Gunemorubagal B.O,515286,Ananthapur,76.9989,14.0139
779,Hindupur Extns S.O,515201,Ananthapur,77.5046,13.8359
780,Jagarajupalli B.O,515133,Ananthapur,77.7223,14.1776
781,A.Gokulapadu B.O,518467,Kurnool,77.9053,15.7022
782,Abdullapuram B.O,518533,Kurnool,78.7023,15.7221
783,Adoni Arts College S.O,518302,Kurnool,77.229,15.6289
784,Adoni H.O,518301,Kurnool,77.298,15.6559
785,Agaveli B.O,518225,Kurnool,77.7681,15.5101
786,Alaganur B.O,518405,Kurnool,78.3159,15.7709
787,Alardinne B.O,518465,Kurnool,77.539,15.5893
788,Alavala B.O,518463,Kurnool,77.6307,15.6867
789,Alebad B.O,518220,Kurnool,77.9053,15.2415
790,Alur S.O (Kurnool),518395,Kurnool,77.2175,15.4327
791,Amakathadu B.O,518216,Kurnool,77.9396,15.5312
792,Aminabad B.O,518390,Kurnool,77.5505,15.2794
793,Arlabanda B.O,518313,Kurnool,77.2175,15.8469
794,Ashoknagar S.O (Kurnool),518005,Kurnool,78.0267,15.8316
795,Aspari S.O,518347,Kurnool,77.4013,15.4894
796,Atmakur S.O (Kurnool),518422,Kurnool,78.5888,15.9243
797,B.Agraharam B.O,518350,Kurnool,77.4472,15.6301
798,B.Ramadurgam B.O,518222,Kurnool,77.9053,15.3796
799,B.Tandrapadu B.O,518007,Kurnool,78.0609,15.7613
800,Badinehal B.O,518344,Kurnool,77.1255,15.7493
801,Balaji Nagar S.O,518006,Kurnool,78.01100000000001,15.8379
802,Balapalapalli B.O,518598,Kurnool,78.0766,15.4004
803,Banavasi B.O,518323,Kurnool,77.3324,15.7385
804,Bannuru B.O,518401,Kurnool,78.2704,15.8609
805,Bantanahalu B.O,518396,Kurnool,77.3095,15.2542
806,Bapuram B.O,518348,Kurnool,77.0795,15.3787
807,Bastipadu B.O,518218,Kurnool,77.9853,15.672
808,Belagal S.O,518462,Kurnool,77.7223,15.8303
809,Bethamcherla S.O,518599,Kurnool,78.0994,15.4708
810,Bhagya Nagar-kurnool S.O,518004,Kurnool,77.9853,15.8567
811,Bijina Vemula B.O,518411,Kurnool,78.3046,15.9668
812,Bilakalaguduru B.O,518508,Kurnool,78.4183,15.6956
813,Biravolu B.O,518412,Kurnool,78.3728,15.9474
814,Bollavaram B.O,518432,Kurnool,78.1678,15.8206
815,Bondimadugula B.O,518468,Kurnool,77.6765,15.4129
816,Bugganipalli B.O,518206,Kurnool,78.1735,15.4805
817,Bukkapuram B.O,518002,Kurnool,78.08800000000001,15.6662
818,Buruzula B.O,518380,Kurnool,77.4931,15.4026
819,Chandrapalli B.O,518221,Kurnool,77.7681,15.234000000000002
820,Chanugondla B.O,518464,Kurnool,77.7567,15.7054
821,Chatnihalli B.O,518345,Kurnool,77.4013,15.9039
822,Chelimilla B.O,518442,Kurnool,78.4638,15.8136
823,Chinnaharivanam B.O,518308,Kurnool,77.1255,15.5653
824,Chinnahyti B.O,518346,Kurnool,77.0795,15.4706
825,Chudi B.O,518333,Kurnool,77.1255,15.8414
826,Daivamdinne B.O,518360,Kurnool,77.4931,15.770999999999999
827,Diguvapadu B.O,518452,Kurnool,78.1792,15.7635
828,Gani B.O,518010,Kurnool,78.2704,15.6299
829,Gudipadu B.O,518466,Kurnool,77.8482,15.8259
830,Hampa B.O,518385,Kurnool,77.4472,15.2621
831,Industrial Estate B.O,518003,Kurnool,77.991,15.8166
832,Jampapuram B.O,518349,Kurnool,77.298,15.9324
833,Kalugotla B.O,518217,Kurnool,103.9431,1.3724
834,Kanakaveedu B.O,518343,Kurnool,77.4931,15.8632
835,Knl-osmaniacollege S.O,518001,Kurnool,78.0509,15.8286
836,S.S.Dam East S.O,518102,Kurnool,113.8483,22.5959
837,Srisailam S.O,518101,Kurnool,113.9148,22.574
838,A.Kodur B.O,518523,Kurnool,78.5093,15.5618
839,Abdullapuram B.O,518123,Kurnool,78.08800000000001,15.0673
840,Ahobilam B.O,518543,Kurnool,78.5434,15.137
841,Akaveedu B.O,523372,Prakasam,78.8156,15.6586
842,Akkampalli B.O,518145,Kurnool,78.3956,15.0029
843,Akkapalem B.O,523328,Prakasam,79.4479,16.2004
844,Akkapalli B.O,523356,Prakasam,79.008,15.3795
845,Akumalla S.O,518196,Kurnool,78.1906,15.1533
846,Alamur B.O,518112,Kurnool,78.3159,15.4939
